                                                                Profile results (total time)
Proc Name                                                                                                    Self CPU    Total CPU    Real Time     Overtime        Calls
/obj/item/weapon/pickaxe/plasmacutter/proc/(init)                                                               0.000        0.000        0.000        0.000            1
/obj/item/weapon/pickaxe/gold/proc/(init)                                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/pickaxe/drill/proc/(init)                                                                      0.000        0.000        0.000        0.000            5
/obj/item/weapon/photo/New                                                                                      0.000        0.000        0.000        0.000            2
/obj/structure/closet/crate/solar/proc/(init)                                                                   0.000        0.000        0.000        0.000            2
/mob/living/silicon/set_default_language                                                                        0.000        0.000        0.000        0.000            1
/obj/item/weapon/pen/multi/proc/(init)                                                                          0.000        0.000        0.000        0.000            1
/mob/living/silicon/ai/SetName                                                                                  0.000        0.000        0.000        0.000            2
/obj/item/weapon/pen/crayon/New                                                                                 0.000        0.000        0.000        0.000           36
/obj/machinery/mineral/processing_unit/Initialize                                                               0.000        0.000        0.000        0.000            2
/obj/item/weapon/pen/blade/Initialize                                                                           0.000        0.000        0.000        0.000            2
/obj/item/weapon/paper_bin/proc/(init)                                                                          0.000        0.000        0.000        0.000           11
/obj/item/weapon/paper/update_icon                                                                              0.000        0.000        0.000        0.000           36
/obj/item/weapon/paper/proc/updateinfolinks                                                                     0.000        0.000        0.000        0.000           39
/mob/living/proc/inflict_water_damage                                                                           0.000        0.000        0.000        0.000           14
/obj/structure/disposalpipe/New                                                                                 0.000        0.000        0.000        0.000          208
/obj/machinery/vending/fitness/proc/(init)                                                                      0.000        0.000        0.000        0.000            2
/obj/item/weapon/storage/box/evidence/New                                                                       0.000        0.000        0.001        0.000            2
/obj/item/weapon/paper/monitorkey/LateInitialize                                                                0.000        0.000        0.000        0.000            2
/obj/item/weapon/paper/monitorkey/Initialize                                                                    0.000        0.000        0.000        0.000            2
/obj/item/weapon/paper/Initialize                                                                               0.000        0.000        0.000        0.000           67
/obj/item/weapon/paper/dockingcodes/Initialize                                                                  0.000        0.000        0.000        0.000            3
/obj/item/weapon/paper/crumpled/update_icon                                                                     0.000        0.000        0.000        0.000            2
/obj/item/weapon/paper/carbon/update_icon                                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/paper/carbon/cursedform/Initialize                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/pack/proc/(init)                                                                               0.000        0.000        0.000        0.000            4
/obj/item/weapon/pack/cardemon/New                                                                              0.000        0.000        0.000        0.000            4
/obj/item/weapon/ore/silver/proc/(init)                                                                         0.000        0.000        0.000        0.000           28
/obj/item/weapon/ore/phoron/proc/(init)                                                                         0.000        0.000        0.000        0.000           20
/obj/item/weapon/ore/iron/proc/(init)                                                                           0.000        0.000        0.000        0.000           64
/mob/living/carbon/human/update_inv_l_hand                                                                      0.000        0.000        0.000        0.000            9
/obj/item/weapon/ore/gold/proc/(init)                                                                           0.000        0.000        0.000        0.000           63
/obj/item/weapon/ore/glass/proc/(init)                                                                          0.000        0.000        0.000        0.000           12
/obj/machinery/vending/loadout/accessory/proc/(init)                                                            0.000        0.000        0.000        0.000            1
/obj/item/weapon/ore/coal/proc/(init)                                                                           0.000        0.000        0.000        0.000            6
/obj/item/weapon/newspaper/proc/(init)                                                                          0.000        0.000        0.000        0.000            1
/obj/machinery/mineral/processing_unit/New                                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/mop/New                                                                                        0.000        0.000        0.000        0.000            3
/obj/item/weapon/mop/Initialize                                                                                 0.000        0.000        0.000        0.000           12
/obj/item/weapon/module/power_control/proc/(init)                                                               0.000        0.000        0.000        0.000           13
/obj/item/weapon/melee/umbrella/random/New                                                                      0.000        0.000        0.000        0.000            2
/obj/item/weapon/melee/umbrella/New                                                                             0.000        0.000        0.000        0.000            5
/obj/item/weapon/melee/proc/(init)                                                                              0.000        0.000        0.000        0.000           10
/obj/item/weapon/melee/baton/update_icon                                                                        0.000        0.000        0.000        0.000           40
/obj/item/weapon/melee/baton/slime/proc/(init)                                                                  0.000        0.000        0.000        0.000            1
/mob/living/carbon/human/proc/get_tail_image                                                                    0.000        0.000        0.000        0.000           18
/obj/item/weapon/melee/baton/proc/(init)                                                                        0.000        0.000        0.000        0.000           18
/obj/item/weapon/melee/baton/New                                                                                0.000        0.000        0.000        0.000           19
/obj/machinery/newscaster/update_icon                                                                           0.000        0.000        0.001        0.000          134
/obj/item/weapon/material/wirerod/proc/(init)                                                                   0.000        0.000        0.000        0.000            2
/obj/item/weapon/material/twohanded/update_icon                                                                 0.000        0.000        0.000        0.000            6
/obj/item/weapon/material/twohanded/update_force                                                                0.000        0.000        0.000        0.000            6
/obj/item/weapon/material/twohanded/spear/proc/(init)                                                           0.000        0.000        0.000        0.000            1
/obj/item/clothing/suit/storage/vest/nanotrasen/proc/(init)                                                     0.000        0.000        0.000        0.000            2
/obj/item/weapon/material/twohanded/fireaxe/proc/(init)                                                         0.000        0.000        0.000        0.000            4
/obj/item/weapon/storage/belt/utility/full/proc/(init)                                                          0.000        0.000        0.001        0.000            9
/obj/item/clothing/suit/storage/toggle/lawyer/purpjacket/proc/(init)                                            0.000        0.000        0.000        0.000            4
/obj/item/weapon/material/star/New                                                                              0.000        0.000        0.000        0.000            5
/obj/item/weapon/material/sharpeningkit/proc/setrepair                                                          0.000        0.000        0.000        0.000            1
/obj/item/integrated_circuit/input/EPv2/New                                                                     0.000        0.000        0.827        0.000            9
/obj/item/weapon/material/shard/update_icon                                                                     0.000        0.000        0.000        0.000           84
/obj/item/weapon/storage/backpack/satchel/proc/(init)                                                           0.000        0.000        0.001        0.000           29
/obj/machinery/mineral/processing_unit/proc/(init)                                                              0.000        0.000        0.000        0.000            1
/mob/living/bot/farmbot/proc/(init)                                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/material/shard/phoron/New                                                                      0.000        0.000        0.000        0.000            1
/mob/CanPass                                                                                                    0.000        0.000        0.000        0.000            7
/obj/item/clothing/suit/space/void/refurb/medical/proc/(init)                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/material/proc/(init)                                                                           0.000        0.000        0.000        0.000           19
/obj/item/clothing/suit/space/void/merc/fire/proc/(init)                                                        0.000        0.000        0.000        0.000            1
/obj/item/weapon/material/minihoe/proc/(init)                                                                   0.000        0.000        0.000        0.000           12
/obj/item/weapon/material/knife/tacknife/proc/(init)                                                            0.000        0.000        0.000        0.000           16
/obj/item/weapon/material/knife/tacknife/combatknife/proc/(init)                                                0.000        0.000        0.000        0.000            1
/obj/structure/salvageable/computer/Initialize                                                                  0.000        0.000        0.000        0.000            2
/hook/death/proc/nif_soulcatcher                                                                                0.000        0.000        0.000        0.000            3
/obj/item/weapon/material/knife/machete/hatchet/proc/(init)                                                     0.000        0.000        0.000        0.000           11
/obj/item/weapon/material/knife/butch/proc/(init)                                                               0.000        0.000        0.000        0.000            2
/obj/item/weapon/material/kitchen/utensil/spoon/proc/(init)                                                     0.000        0.000        0.000        0.000           82
/obj/item/weapon/material/kitchen/utensil/proc/(init)                                                           0.000        0.000        0.000        0.000            4
/obj/item/weapon/storage/backpack/messenger/proc/(init)                                                         0.000        0.000        0.001        0.000            7
/obj/item/weapon/material/kitchen/rollingpin/proc/(init)                                                        0.000        0.000        0.000        0.000            3
/obj/item/weapon/material/harpoon/proc/(init)                                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/material/fishing_rod/update_icon                                                               0.000        0.000        0.000        0.000            9
/obj/item/weapon/reagent_containers/spray/windowsealant/proc/(init)                                             0.000        0.000        0.001        0.000           10
/obj/item/weapon/material/fishing_rod/Initialize                                                                0.000        0.000        0.000        0.000            9
/obj/item/weapon/material/fishing_net/update_icon                                                               0.000        0.000        0.000        0.000            9
/obj/item/weapon/material/fishing_net/proc/(init)                                                               0.000        0.000        0.000        0.000            4
/obj/item/weapon/material/fishing_net/Initialize                                                                0.000        0.000        0.000        0.000            9
/obj/item/weapon/material/Destroy                                                                               0.000        0.000        0.000        0.000           14
/obj/item/weapon/material/butterfly/update_force                                                                0.000        0.000        0.000        0.000            7
/obj/item/weapon/material/butterfly/proc/(init)                                                                 0.000        0.000        0.000        0.000            7
/obj/item/weapon/material/barbedwire/set_material                                                               0.000        0.000        0.000        0.000            4
/obj/item/weapon/material/ashtray/update_icon                                                                   0.000        0.000        0.000        0.000            2
/obj/item/weapon/material/ashtray/New                                                                           0.000        0.000        0.000        0.000            2
/obj/item/weapon/material/ashtray/glass/New                                                                     0.000        0.000        0.000        0.000            2
/obj/item/weapon/makeover/Initialize                                                                            0.000        0.000        0.000        0.000            1
/datum/weather_holder/virgo4/proc/(init)                                                                        0.000        0.000        0.000        0.000            1
/obj/item/weapon/lipstick/random/New                                                                            0.000        0.000        0.000        0.000            1
/datum/weather/virgo4/rain/proc/(init)                                                                          0.000        0.000        0.000        0.000            1
/obj/structure/disposalpipe/trunk/proc/getlinked                                                                0.000        0.000        0.000        0.000            2
/datum/weather/virgo4/clear/proc/(init)                                                                         0.000        0.000        0.000        0.000            1
/obj/structure/disposalpipe/up/New                                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/implanter/proc/(init)                                                                          0.000        0.000        0.000        0.000            4
/obj/structure/closet/crate/secure/loot/proc/generate_loot                                                      0.000        0.000        0.000        0.000            3
/obj/item/weapon/implant/tracking/New                                                                           0.000        0.000        0.000        0.000            8
/obj/machinery/atmospherics/proc/color_cache_name                                                               0.000        0.000        0.001        0.000         4407
/obj/item/weapon/implant/chem/Initialize                                                                        0.000        0.000        0.000        0.000            1
/obj/item/clothing/head/surgery/blue/proc/(init)                                                                0.000        0.000        0.000        0.000            8
/obj/item/weapon/holo/esword/red/New                                                                            0.000        0.000        0.000        0.000            5
/obj/item/weapon/holo/esword/proc/(init)                                                                        0.000        0.000        0.000        0.000           10
/obj/item/weapon/holo/esword/green/New                                                                          0.000        0.000        0.000        0.000            5
/obj/item/weapon/handcuffs/proc/(init)                                                                          0.000        0.000        0.000        0.000           40
/obj/item/weapon/handcuffs/legcuffs/proc/(init)                                                                 0.000        0.000        0.000        0.000            2
/obj/item/weapon/hand_tele/proc/(init)                                                                          0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/update_held_icon                                                                           0.000        0.000        0.000        0.000           53
/obj/machinery/atmospherics/proc/get_init_dirs                                                                  0.000        0.000        0.000        0.000            2
/datum/turbolift_floor/proc/(init)                                                                              0.000        0.000        0.000        0.000            7
/obj/machinery/atmospherics/proc/init_dir                                                                       0.000        0.000        0.000        0.000           11
/obj/item/weapon/gun/projectile/shotgun/doublebarrel/proc/(init)                                                0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/sec/update_icon                                                                 0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/sec/proc/(init)                                                                 0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/revolver/detective/proc/(init)                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/proc/(init)                                                                     0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/pistol/update_icon                                                              0.000        0.000        0.000        0.000            4
/obj/item/weapon/gun/projectile/pistol/proc/(init)                                                              0.000        0.000        0.000        0.000            4
/obj/item/weapon/gun/projectile/pirate/New                                                                      0.000        0.000        0.000        0.000            1
/obj/machinery/mineral/processing_unit_console/Initialize                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/cell_loaded/update_icon                                                         0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/cell_loaded/proc/update_charge                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/reagent_containers/spray/proc/(init)                                                           0.000        0.000        0.001        0.000           24
/obj/item/weapon/gun/projectile/automatic/wt550/update_icon                                                     0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/automatic/wt550/proc/(init)                                                     0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/automatic/p90/update_icon                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/automatic/p90/proc/(init)                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/projectile/automatic/c20r/update_icon                                                      0.000        0.000        0.000        0.000            3
/obj/item/weapon/gun/projectile/automatic/c20r/proc/(init)                                                      0.000        0.000        0.000        0.000            3
/obj/item/weapon/gun/proc/(init)                                                                                0.000        0.000        0.000        0.000           19
/obj/item/clothing/head/chaplain_hood/whiteout/proc/(init)                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/update_icon                                                                         0.000        0.000        0.000        0.000           53
/obj/item/weapon/gun/energy/temperature/proc/(init)                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/stunrevolver/proc/(init)                                                            0.000        0.000        0.000        0.000            1
/obj/machinery/drone_fabricator/New                                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/netgun/proc/(init)                                                                  0.000        0.000        0.000        0.000            2
/obj/item/weapon/gun/energy/locked/frontier/update_icon                                                         0.000        0.000        0.000        0.000            9
/obj/item/weapon/gun/energy/locked/frontier/holdout/unlocked/proc/(init)                                        0.000        0.000        0.000        0.000            2
/obj/machinery/mining/drill/Initialize                                                                          0.000        0.000        0.000        0.000            2
/obj/item/weapon/gun/energy/locked/frontier/carbine/update_icon                                                 0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/locked/frontier/carbine/proc/(init)                                                 0.000        0.000        0.000        0.000            1
/datum/supply_pack/supply/cargotrailer/proc/(init)                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/laser/proc/(init)                                                                   0.000        0.000        0.000        0.000            2
/obj/item/weapon/gun/energy/gun/proc/(init)                                                                     0.000        0.000        0.000        0.000            7
/obj/item/weapon/gun/energy/gun/martin/update_icon                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/gun/martin/proc/update_mode                                                         0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/gun/martin/proc/(init)                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/gun/energy/gun/burst/proc/(init)                                                               0.000        0.000        0.000        0.000            1
/obj/structure/closet/crate/secure/loot/proc/(init)                                                             0.000        0.000        0.000        0.000            3
/obj/item/weapon/grenade/spawnergrenade/spider/proc/(init)                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/grenade/spawnergrenade/manhacks/proc/(init)                                                    0.000        0.000        0.000        0.000            1
/obj/item/weapon/grenade/flashbang/proc/(init)                                                                  0.000        0.000        0.000        0.000           42
/obj/item/weapon/grenade/explosive/proc/(init)                                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/grenade/explosive/frag/proc/(init)                                                             0.000        0.000        0.000        0.000            2
/obj/item/weapon/grenade/chem_grenade/proc/(init)                                                               0.000        0.000        0.000        0.000            7
/obj/machinery/proc/update_idle_power_usage                                                                     0.000        0.000        0.000        0.000           20
/obj/item/weapon/grenade/chem_grenade/Initialize                                                                0.000        0.000        0.000        0.000           21
/obj/machinery/Moved                                                                                            0.000        0.000        0.000        0.000            1
/obj/item/weapon/fuel_assembly/proc/(init)                                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/fuel_assembly/phoron/New                                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/fuel_assembly/New                                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/fuel_assembly/Initialize                                                                       0.000        0.000        0.000        0.000            1
/datum/supply_pack/sci/coolanttank/proc/(init)                                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/flamethrower/proc/(init)                                                                       0.000        0.000        0.000        0.000            2
/obj/item/clothing/glasses/meson/proc/(init)                                                                    0.000        0.000        0.000        0.000           26
/obj/item/weapon/flamethrower/Destroy                                                                           0.000        0.000        0.000        0.000            2
/obj/item/weapon/flame/match/proc/(init)                                                                        0.000        0.000        0.000        0.000           31
/obj/structure/anomaly_container/proc/contain                                                                   0.000        0.000        0.000        0.000            1
/obj/machinery/atmospherics/trinary/atmos_filter/Initialize                                                     0.000        0.000        0.000        0.000            6
/obj/item/ammo_magazine/m9mm/compact/proc/(init)                                                                0.000        0.000        0.000        0.000           13
/datum/supply_pack/robotics/mecha_ripley/proc/(init)                                                            0.000        0.000        0.000        0.000            1
/obj/item/clothing/accessory/proc/on_removed                                                                    0.000        0.000        0.000        0.000            2
/obj/item/weapon/dice/proc/(init)                                                                               0.000        0.000        0.000        0.000            5
/obj/item/weapon/dice/New                                                                                       0.000        0.000        0.000        0.000            5
/obj/item/weapon/deck/tarot/New                                                                                 0.000        0.000        0.000        0.000            2
/obj/item/weapon/deck/proc/(init)                                                                               0.000        0.000        0.000        0.000            3
/obj/machinery/atmospherics/trinary/atmos_filter/New                                                            0.000        0.000        0.000        0.000            2
/obj/item/weapon/contraband/poster/New                                                                          0.000        0.000        0.000        0.000           12
/obj/item/weapon/contraband/poster/nanotrasen/New                                                               0.000        0.000        0.000        0.000            3
/obj/item/weapon/contraband/poster/custom/New                                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/computer_hardware/tesla_link/proc/(init)                                                       0.000        0.000        0.000        0.000           20
/obj/machinery/smartfridge/survival_pod/accept_check                                                            0.000        0.000        0.000        0.000           72
/obj/machinery/atmospherics/trinary/atmos_filter/proc/(init)                                                    0.000        0.000        0.000        0.000            2
/datum/supply_pack/randomised/recreation/figures/proc/(init)                                                    0.000        0.000        0.000        0.000            1
/obj/item/ammo_casing/a45/ap/proc/(init)                                                                        0.000        0.000        0.000        0.000           14
/obj/item/weapon/computer_hardware/network_card/wired/proc/(init)                                               0.000        0.000        0.000        0.000           15
/obj/item/weapon/computer_hardware/network_card/proc/(init)                                                     0.000        0.000        0.000        0.000            4
/obj/item/weapon/computer_hardware/network_card/New                                                             0.000        0.000        0.000        0.000           20
/obj/item/weapon/computer_hardware/network_card/advanced/proc/(init)                                            0.000        0.000        0.000        0.000            1
/obj/item/weapon/computer_hardware/nano_printer/proc/(init)                                                     0.000        0.000        0.000        0.000           24
/obj/item/weapon/computer_hardware/hard_drive/super/proc/(init)                                                 0.000        0.000        0.000        0.000           15
/obj/item/weapon/computer_hardware/hard_drive/small/proc/(init)                                                 0.000        0.000        0.000        0.000            1
/datum/supply_pack/randomised/costumes/tesh_beltcloaks_b_vr/proc/(init)                                         0.000        0.000        0.000        0.000            1
/obj/item/weapon/computer_hardware/hard_drive/proc/recalculate_size                                             0.000        0.000        0.000        0.000          129
/obj/item/ammo_magazine/cell_mag/combat/proc/(init)                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/computer_hardware/hard_drive/proc/find_file_by_name                                            0.000        0.000        0.000        0.000            1
/obj/item/weapon/computer_hardware/hard_drive/proc/can_store_file                                               0.000        0.000        0.000        0.000          129
/obj/item/weapon/computer_hardware/hard_drive/proc/(init)                                                       0.000        0.000        0.000        0.000            4
/obj/item/ammo_casing/a545/practice/proc/(init)                                                                 0.000        0.000        0.000        0.000           40
/obj/item/weapon/computer_hardware/card_slot/proc/(init)                                                        0.000        0.000        0.000        0.000            9
/obj/machinery/atmospherics/trinary/atmos_filter/update_icon                                                    0.000        0.000        0.000        0.000            6
/obj/item/weapon/computer_hardware/battery_module/proc/(init)                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/reagent_containers/spray/plantbgone/Initialize                                                 0.000        0.000        0.001        0.000            9
/obj/item/weapon/computer_hardware/battery_module/advanced/proc/(init)                                          0.000        0.000        0.000        0.000            4
/obj/item/weapon/coin/New                                                                                       0.000        0.000        0.000        0.000           11
/datum/supply_pack/munitions/bsmg/proc/(init)                                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/unary_atmos/heater/proc/(init)                                                    0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/unary_atmos/cooler/proc/(init)                                                    0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/transhuman_synthprinter/proc/(init)                                               0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/transhuman_resleever/proc/(init)                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/transhuman_clonepod/proc/(init)                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/timeclock/proc/(init)                                                             0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/thermoregulator/proc/(init)                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/teleporter_station/proc/(init)                                                    0.000        0.000        0.000        0.000            6
/obj/item/weapon/circuitboard/teleporter_hub/proc/(init)                                                        0.000        0.000        0.000        0.000            6
/obj/item/weapon/circuitboard/teleporter/proc/(init)                                                            0.000        0.000        0.000        0.000            5
/obj/item/weapon/circuitboard/telecomms/server/proc/(init)                                                      0.000        0.000        0.000        0.000            1
/obj/structure/anomaly_container/Initialize                                                                     0.000        0.000        0.000        0.000           12
/obj/item/weapon/circuitboard/telecomms/receiver/proc/(init)                                                    0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/telecomms/processor/proc/(init)                                                   0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/telecomms/hub/proc/(init)                                                         0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/telecomms/bus/proc/(init)                                                         0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/telecomms/broadcaster/proc/(init)                                                 0.000        0.000        0.000        0.000            2
/obj/structure/medical_stand/proc/(init)                                                                        0.000        0.000        0.000        0.000            8
/obj/item/weapon/circuitboard/solar_control/proc/(init)                                                         0.000        0.000        0.000        0.000            5
/obj/effect/map_effect/portal/master/Initialize                                                                 0.000        0.000        0.000        0.000            8
/obj/item/weapon/circuitboard/sleeper_console/proc/(init)                                                       0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/sleeper/proc/(init)                                                               0.000        0.000        0.000        0.000            6
/obj/item/weapon/circuitboard/shuttle_console/explore/proc/(init)                                               0.000        0.000        0.000        0.000            3
/obj/item/weapon/circuitboard/shield_generator/proc/(init)                                                      0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/security/telescreen/entertainment/proc/(init)                                     0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/security/telescreen/entertainment/New                                             0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/security/proc/(init)                                                              0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/security/New                                                                      0.000        0.000        0.000        0.000            4
/obj/item/weapon/circuitboard/scanner_console/proc/(init)                                                       0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/resleeving_control/proc/(init)                                                    0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/request/proc/(init)                                                               0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/recharger/wrecharger/proc/(init)                                                  0.000        0.000        0.000        0.000            3
/obj/item/weapon/circuitboard/recharger/proc/(init)                                                             0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/recharge_station/proc/(init)                                                      0.000        0.000        0.000        0.000           15
/obj/item/weapon/circuitboard/rdserver/proc/(init)                                                              0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/prosthetics/proc/(init)                                                           0.000        0.000        0.000        0.000            1
/obj/structure/door_assembly/New                                                                                0.000        0.000        0.000        0.000            8
/obj/item/weapon/circuitboard/proc/(init)                                                                       0.000        0.000        0.000        0.000           18
/obj/item/weapon/circuitboard/pointdefense_control/proc/(init)                                                  0.000        0.000        0.000        0.000            1
/obj/item/weapon/reagent_containers/pill/tramadol/Initialize                                                    0.000        0.000        0.001        0.000           67
/obj/item/weapon/circuitboard/pipelayer/proc/(init)                                                             0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/photocopier/proc/(init)                                                           0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/papershredder/proc/(init)                                                         0.000        0.000        0.000        0.000            3
/obj/item/weapon/circuitboard/pacman/super/proc/(init)                                                          0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/pacman/proc/(init)                                                                0.000        0.000        0.000        0.000            9
/obj/item/weapon/circuitboard/pacman/mrs/proc/(init)                                                            0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/oven/proc/(init)                                                                  0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/operating/proc/(init)                                                             0.000        0.000        0.000        0.000            1
/obj/item/weapon/circuitboard/ntnet_relay/proc/(init)                                                           0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/newscaster/proc/(init)                                                            0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/microwave/proc/(init)                                                             0.000        0.000        0.000        0.000            5
/obj/item/weapon/circuitboard/message_monitor/proc/(init)                                                       0.000        0.000        0.000        0.000            2
/obj/item/weapon/circuitboard/mecha/imperion/damaged/proc/(init)                                                0.000        0.000        0.000        0.000            1
